Phụ lục II
DANH MỤC CÁC CƠ SỞ PHÁT THẢI KHÍ NHÀ KÍNH PHẢI THỰC HIỆN KIỂM KÊ KHÍ NHÀ KÍNH
NGÀNH CÔNG THƯƠNG
*(Kèm theo Quyết định số      /2024/QĐ-TTg ngày     tháng      năm 2024 của Thủ tướng Chính phủ)*
| STT | Tên cơ sở | Địa chỉ | Ngành nghề/Loại hình kinh doanh | Tiêu thụ năng lượng (TOE) |
| --- | --- | --- | --- | --- |
| I. TÂY BẮC BỘ |
| 132 | Công ty Nhiệt điện Uông Bí | Khu 6, phường Quang Trung, Uông Bí | Sản xuất điện năng | 870.210 |
| 133 | Công ty CP than Mông Dương - Vinacomin | p. Mông Dương, Cẩm Phả | Khai thác và thu gom than | 7.456 |
| 134 | CTCP than Hà Lầm - Vina | Số 1 Phố Tân Lập, p Hà Lầm, Hạ Long | Khai thác, CB, KD than | 10.194 |
| 135 | CT TNHH SX Bột Mỳ Vimaflour | KCN Cái Lân, p. Bãi Cháy, Hạ Long | Sản xuất bột mỳ | 5.029 |
| 136 | CT TNHH Xây lúa mỳ VFM - Wilmar | Khu Vực cảng Cái Lân, p. Bãi Cháy, Hạ Long | Sản xuất bột mì | 2.073 |
| 137 | CT Cổ phần than Vàng Danh - Vinacomin | 969 đường Bạch Đằng, phường Quang Trung, TP Uông Bí | Sản xuất và chế biến than | 16.662 |
| 138 | CTCP than Cọc Sáu - Vinacomin | Phường Cẩm Phú - Cẩm Phả | Khai thác chế biến và tiêu thụ than | 31.857 |
| 139 | CTCP than Cao Sơn - TKV | T1 khu Cao Sơn 2, p. Cẩm Sơn, Cẩm Phả | Khai thác và thu gom than cứng | 91.249 |
| 140 | CTCP than Hà Tu - Vinacomin | T6K3 p. Hà Tu, Hạ Long | Khai thác và thu gom than cứng | 18.460 |
| 141 | CT than Uông Bí - TKV | T17KIII p. Trưng Vương, Uông Bí | Khai thác chế biến than | 14.000 |
| 142 | CT 790 - Tổng CT Đông Bắc | T1K1 p. Cửa Ông, Cẩm Phả | Khai thác và thu gom than cứng | 1.216 |
| 143 | CTCP Nhiệt điện Quảng Ninh | T33K5 p. Hà Khánh, Hạ Long | Sản xuất điện | 115.594 |
| 144 | CT 91 - Tổng CT Đông Bắc | T4 Vĩnh Hòa - Mạo Khê - TX. Đông Triều | Khai thác than | 2.754 |
| 145 | CT Khe Sim - Tổng CT Đông Bắc | Số 1 K7B, p. Quang Hanh, Cẩm Phả | Khai thác than | 18.067 |
| 146 | CTCP SX & TM than Uông Bí | Số 48A, đường Trưng Vương, P. Trưng Vương, TP Uông Bí | Bốc xúc vật liệu xây dựng, khách sạn, du lịch, thiết bị vật tư, xăng dầu, ga khí công nghiệp | 3.106 |
| 147 | CT Khai thác khoáng sản - Tổng CT Đông Bắc | T1 khu Thủy Sơn, p. Cẩm Sơn, Cẩm Phả | Khai thác than | 40.434 |
| 148 | CTCP 397 | Khu Yên Lãng 1, P. Yên Thọ, TX. Đtriều | Khai thác thu gom than cứng | 7.734 |
| 149 | CT Nhiệt điện Cẩm Phả - TKV | P Cẩm Thịnh, Cẩm Phả | Sản xuất điện | 1.187.397 |
| 150 | CT Chế biến than QN - TKV | KĐT mới, P. Cao Xanh, Hạ Long | Chế biến, KD than | 1.969 |
| 151 | CT TNHH Điện Lực AES Mông Dương - Nhà máy nhiệt điện Mông Dương II | Khu 8, P. Mông Dương, Cẩm Phả | Sản xuất điện | 1.706.655 |
| 152 | CTCP Địa chất mỏ - TKV | 304 đường Trần Phú, p. Cẩm Thành, Cẩm Phả | Khoan thăm dò địa chất | 1.239 |
| 153 | CT Tuyển than Hòn Gai - Vinacomin | 46 Đoàn thị Điểm, p.Bạch Đằng, Hạ Long | Dịch vụ hỗ trợ khai khoáng | 5.490 |
| 154 | CT than Mạo Khê - TKV | Khu Dân Chủ, p. Mạo Khê, Đông Triều | Khai thác và thu gom than cứng | 9.992 |
| 155 | CTCP than Đèo Nai - Vinacomin | p. Cẩm Tây, Cẩm Phả | Khai thác và thu gom than cứng | 34.196 |
| 156 | CTCP Cơ khí và lắp máy Việt Nam | Khu phố Nội Hoàng Tây, p. Hoàng Quế, Đông Triều | Sản xuất các sản phẩm cơ khí | 1.263 |
| 157 | CT than Nam Mẫu - TKV | Số 1a, đường Trần Phú, p. Quang Trung, Uông bí | Khai thác, chế biến than | 9.287 |
| 158 | CT than Khe Chàm - TKV | Khu 6, p. Mông Dương, Cẩm Phả | Khai thác và thu gom than cứng,… | 8.392 |
| 159 | CTCP Bia và NKG Đông Mai | Xóm đồi, p. Đông Mai, Quảng Yên | SX bia | 3.098 |
| 160 | CT TNHH CALOFIC (trước là CT TNHH Dầu TV Cái Lân) | Khu Vực cảng Cái Lân, p. Bãi Cháy, Hạ Long | SX, tính chế dầu và mỡ ĐTV; SX xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh | 7.732 |
| 161 | CT TNHH Antimon Dương Huy Quảng Ninh VN | Thôn 1 xã Hạ Long, huyện Vân Đồn | Thu mua, tuyển luyện XNK Quặng Antimon | 4.921 |
| 162 | CN CT TNHH Sao Vàng | p. Yên Thanh, Uông Bí | SX giấy dép | 1.249 |
| 163 | CT TNHH KCN Texhong Việt Nam | KCN Cảng biển Hải Hà, xã Quảng Điền, Hải Hà | XD công trình kỹ thuật dân dụng | 62.218 |
| 164 | CTCP gạch Clinker - Vigalacera | Khu Kim Sơn, Đông Triều | SX VLXD từ đất sét | 1.998 |
| 165 | CT TNHH Cotto Quảng Ninh | Đông Triều | SX các sản phẩm phi kim loại | 1.303 |
| 166 | CT Chế tạo máy - TKV | p. Cẩm Thủy, Cẩm Phả | SX máy KT mỏ và xây dựng | 8.033 |
| 167 | CT than Dương Huy | p.Cẩm Thạch, Cẩm Phả | KT và thu gom than cứng | 11.043 |
| 168 | CT than Hạ Long | p.Cao Xanh, Hạ Long | KT và thu gom than cứng | 8.806 |
| 169 | CT than Hòn Gai | 169 Lê Thánh Tông, Hạ Long | KT và thu gom than cứng | 6.820 |
| 170 | CTCP than Núi Béo | TT Mạo Khê, Đông Triều | KT và thu gom than cứng | 11.737 |
| 171 | CT than Quang Hanh | 302 Trần Phú,  Cẩm Phả | KT và thu gom than cứng | 9.757 |
| 172 | CT than Thống Nhất | p. Cẩm Tây, Cẩm Phả | KT và thu gom than cứng | 7.235 |
| 173 | CT Tuyển than Cửa Ông - Vinacomin | p. Cửa Ông, Cẩm Phả | KT và thu gom than cứng | 11.118 |
| 174 | CT TNHH Sợi hóa học thế kỷ mới VN | KCN Cái Lân, p. Bãi Cháy, Hạ Long | SX sợi | 3.260 |
| 175 | CTTNHH Vinanew Tarps | KCN Cái Lân, p. Bãi Cháy, Hạ Long | SX sản phẩm khác từ plastic | 1.233 |
| 176 | CT TNHH Integral Materials Invesment VN | KCN Việt Hưng, Hạ Long | SX hóa chất cơ bản | 3.641 |
| 177 | CT TNHH khoa học Texhong Ngân Long | KCN Hải Yên, Móng Cái | SX sợi | 38.531 |
| 178 | CTCP Công nghiệp Tân Tiến | p. Quang Hanh, Cẩm Phả | KT và thu gom than cứng | 8.504 |
| 179 | CT Xây dựng mỏ hầm lò 2 | p. Quang Trung, Uông Bí | SX khác | 1.208 |
| 180 | CTCP Thương mại Tuấn Tiến | TT Mạo Khê, Đông Triều | KT và thu gom than cứng | 12.401 |
| 181 | CT 35 - Tổng CT Đông Bắc | p. Cẩm Thạch, Cẩm Phả | KT và thu gom than cứng | 2.410 |
| 182 | CTCP Thông Quảng Ninh | p. Phương Đông, Uông Bí | KT lâm sản khác trừ gỗ | 2.131 |
| 183 | Bệnh viện Việt Nam Thủy Điển | p. Thanh Sơn, Uông Bí | Khám chữa bệnh | 2.249 |
| 184 | Nhà máy nhiệt điện Mông Dương I - CT Nhiệt điện Mông Dương | p. Mông Dương, Cẩm Phả | SX điện | 1.701.690 |
| 185 | CT xây lắp mỏ - TKV | 804, khu 7B,p. Cẩm Phú, Cẩm Phả | HĐ dịch vụ hỗ trợ khai khoáng | 1.755 |
| 186 | CT TNHH MTV Ngân Tuyết | p. Mạo Khê, Đông Triều | Buôn bán nhiêu liệu rắn, lỏng, khí và các sp liên quan | 2.618 |
| 187 | CT TNHH Thanh Lâm | p. Quang Hanh, Cẩm Phả | Chế biến lâm sản | 1.809 |
| 188 | CT TNHH Diệt May Bắc Giang | KCN Texhong Hải Hà |  | 109.504 |
| 189 | CT TNHH Đại Đông Việt Nam | KCN Texhong Hải Hà | SX, KD các loại hàng dệt may | 7.648 |
| 190 | CT Xây dựng công nghiệp mỏ - Tổng CT Đông Bắc | p. Cẩm Phú, Cẩm Phả | KT và thu gom than cứng | 2.825 |
| 191 | CT TNHH Khoa học kỹ thuật Texhong Liên hợp Việt Nam | KCN Texhong Hải Hà | SX, kinh doanh vải | 3.150 |
| 192 | CT TNHH Khoa học kỹ thuật Texhong Khánh nghiệp Việt Nam | KCN Texhong Hải Hà | SX, KD các loại hàng dệt may | 528.999 |
| 193 | CT TNHH Xuân Trường Hoành Bồ | p. Hoành Bồ, Hạ Long | KT lâm sản ỗ | 1.294 |
| 194 | XN Vật tư Cẩm Phả - CN CTCP vật tư than khoáng sản | p. Cẩm Đông, Cẩm Phả | Buôn bán máy móc, thiết bị, phụ tùng | 1.220 |
| 195 | CT TNHH MTV nến nghệ thuận AIDI Việt Nam | T3K6B, p. Hồng Hải, Hạ Long | SX nến | 1.400 |
| 196 | CT Nhiệt điện Đông Triều - TKV - Nhà máy nhiệt điện Mạo Khê | thôn Đồng Sơn, xã Bình Khê, Đông Triều | SX điện | 876.410 |
| 197 | CTCP Nước sạch QN - NM nước Diễn Vọng | p. Quang Hanh, Cẩm Phả | KT, xử lý và cung cấp nước | 1.498 |
| 198 | XN nước Bãi Cháy | p. Bãi Cháy, Hạ Long | SX nước sạch | 1.149 |
| 9. Tỉnh Bắc Kạn |
| 199 | Chi nhánh Kim loại màu Bắc Kạn - Cty  CP KLM Thái Nguyên VIMICO | Xã Bản Thi, huyện Chợ Đồn, tỉnh Bắc Kạn | Khai thác và chế biến khoáng sản | 1.018 |
| 200 | Công ty CP Khoáng sản Bắc Kạn | Tổ 4, phường Đức Xuân, TP Bắc Kạn, tỉnh Bắc Kạn | Khai thác và chế biến khoáng sản | 1.150 |
| 201 | Chi nhánh Matexim Bắc Kạn | Xã Ngọc Phái, huyện Chợ Đồn, tỉnh Bắc Kạn | Khai thác và chế biến khoáng sản | 1.063 |
| 202 | Công ty TNHH Ngọc Linh | Xã Ngọc Phái, huyện Chợ Đồn, tỉnh Bắc Kạn | Khai thác và chế biến khoáng sản | 1.171 |
| III. ĐỒNG BẰNG SÔNG HỒNG |
| 1. Thành phố Hà Nội |
| 203 | Công ty Cổ phần Dệt Công nghiệp Hà Nội | 93 đường Lĩnh Nam, phường Mai Động, quận Hoàng Mai, HN | Sản xuất vải mành làm lốp xe và vải địa kỹ thuật không dệt | 1.682 |
| 204 | Công ty Cổ phần Đồng Phát | Lô CN 4, KCN Thạch Thất-Quốc Oai, Thị trấn Quốc Oai, huyện Quốc Oai, Hà Nội | Sản xuất sợi | 2.331 |
| 205 | Công ty Giấy Tissue Sông Đuống | Số 672 đường Ngô Gia Từ, phường Đức Giang, quận Long Biên, HN | Sản xuất giấy tissue cuộn lớn và gỗ dán | 1.375 |
| 206 | Công ty Cổ phần nhựa Hà Nội | Tổ 12 phường Phúc Lợi, quận Long Biên, HN | Sản xuất, kinh doanh khuôn mẫu và các sản phẩm nhựa công nghiệp phục vụ ngành công nghiệp trong nước và xuất khẩu | 1.956 |
| 207 | Công ty TNHH Daiwa Plastics Thăng Long | Lô K8 KCN Thăng Long, xã Võng La, huyện Đông Anh, Hà Nội | Sản xuất các chi tiết từ nhựa | 1.518 |
| 208 | Công ty TNHH Ogino Việt Nam | Lô N9 KCN Thăng Long, xã Võng La, huyện Đông Anh, Hà Nội | Gia công, chế tạo chi tiết cơ khí chính xác | 1.227 |
| 209 | Công ty TNHH Hệ thống dây Sumi Hanel | Đường Công nghiệp 4, KCN Sài Đồng B, quận Long Biên, HN |  | 1.522 |
| 210 | Công ty TNHH Matsuo Industries Việt Nam | Lô C10, KCN Thăng Long, xã Kim Chung, huyện Đông Anh, Hà Nội | Sản xuất, gia công khuôn mẫu và các chi tiết sản phẩm bằng kim loại và kim loại bọc nhựa cho ngành chế tạo ô tô và các ngành khác | 1.433 |
| 211 | Công ty Cổ phần Bóng đèn phích nước Rạng Đông | Số 87, 89 phố Hạ Đình, phường Thanh Xuân Trung, quận Thanh Xuân, HN | Sản xuất các sản phẩm bóng đèn, vật tư thiết bị điện, dụng cụ chiếu sáng, sản phẩm thủy tinh và các loại phích nước | 1.764 |
| 212 | Công ty TNHH FCC Việt Nam | Lô A5 KCN Thăng Long, Võng La, huyện Đông Anh, Hà Nội | Sản xuất và lắp ráp ly hợp xe máy, ô tô | 4.598 |
| 213 | Công ty TNHH Parker Processing Việt Nam | Lô C1-2 KCN Thăng Long, huyện Đông Anh, Hà Nội | Gia công, sản xuất liên quan đến xử lý bề mặt (bao gồm xử lý hóa chất, sơn, in chính xác, xử lý nhiệt,…) đối với kim loại, phim kim loại và nhựa | 2.325 |
| 214 | Công ty TNHH Hanwha Aero Engines | Lô CN1-02B-4-8 KCN CNC I, Khu công nghệ cao Hòa Lạc, xã Hạ Bằng, huyện Thạch Thất, HN | Sản xuất các bộ phận và linh kiện của động cơ máy bay và động cơ gas tuabin công nghiệp | 1.405 |
| 215 | Công ty Cổ phần Xích líp Đông Anh | Số 11, Tổ 47 thị trấn Đông Anh, huyện Đông Anh, Hà Nội | Sản xuất phụ tùng xe máy | 7.262 |
| 216 | Công ty TNHH Tamron Optical Việt Nam | Lô 69B và 70A KCN Nội Bài, xã Mai Đình, huyện Sóc Sơn, HN | Thiết kế, gia công, lắp ráp và sản xuất các linh kiện, thiết bị quang học như các loại thấu kính, các thiết bị và các sản phẩm dùng thấu kính và các linh kiện, sản phẩm liên quan đến thiết bị quang học | 2.928 |
| 217 | Công ty TNHH MTV Sơn Hà SSP Việt Nam | Lô CN1 Cụm công nghiệp Từ Liêm, phường Minh Khai, quận Bắc Từ Liêm, HN | Sản xuất mặt hàng liên quan đến thép không gỉ | 1054 |
| 218 | Công ty Liên doanh TNHH Crown Hà Nội | Km24, Quốc lộ 1, xã Quất Động, huyện Thường Tín, HN | Sản xuất và cung cấp vỏ lon nhôm 2 mảnh cho ngành công nghiệp bia và nước giải khát | 2.488 |
| 219 | Công ty TNHH Công nghệ KYB Việt Nam | Lô I10-I11-I12 KCN Thăng Long, Võng La, huyện Đông Anh, Hà Nội | Sản xuất phụ tùng ô tô, xe máy | 8.289 |
| 220 | Công ty TNHH MTV Thuốc lá Thăng Long | Lô CN 01 KCN Thạch Thất-Quốc Oai, huyện Quốc Oai, HN | Sản xuất và kinh doanh sản phẩm thuốc lá điếu trong nước và xuất khẩu | 8.266 |
| 221 | Công ty TNHH KCN Thăng Long | KCN Thăng Long, xã Kim Chung, huyện Đông Anh, Hà Nội | Xây dựng cơ sở hạ tầng, bảo dưỡng và phát triển KCN | 2.838 |
| 222 | Công ty TNHH Yamaha Motor Việt Nam | thôn Bình An, Xã Trung Giã, huyện Sóc Sơn, Hà Nội Lô 48-54&lô 59-68 KCN Nội Bài, Hà Nội | Sản xuất xe máy, xe máy điện | Cơ sở 1: 3.338,51 Cơ sở 2: 615,98 |
| 223 | Công ty TNHH Nissei Electric Hà Nội | Lô I-3 KCN Thăng Long, Kim Chung, huyện Đông Anh, Hà Nội | Sản xuất linh kiện điện tử | 2.613 |
| 224 | Công ty TNHH Panasonic System Networks Việt Nam | Lô J1/2 KCN Thăng Long, huyện Đông Anh, Hà Nội | Sản xuất, lắp ráp thiết bị điện tử | 7.345 |
| 225 | Công ty TNHH Hitachi Astemo Hà Nội | Lô M-6 KCN Thăng Long, xã Võng La, huyện Đông Anh, Hà Nội | Sản xuất phụ tùng xe ô tô, phụ tùng xe gắn máy; đúc khuôn kim loại màu; sản xuất các bộ phận cho tàu và cấu kiện nổi | 2.504 |
| 226 | Công ty TNHH điện tử Stanley Việt Nam | Xã Dương Xá, huyện Gia Lâm, Hà Nội | Sản xuất và kinh doanh các loại đèn và linh kiện đèn cho ô tô, xe máy; các sản phẩm điện tử;  Sản xuất kinh doanh khuôn mẫu; Sản xuất và kinh doanh các sản phẩm đèn LED | 5.213 |
| 227 | Công ty TNHH HAL Việt Nam | KCN Thăng Long, huyện Đông Anh, Hà Nội | Sản xuất khuôn nhôm, nhôm gia công, khuôn đúc cho linh kiện ô tô, xe máy | 5.749 |
| 228 | Công ty TNHH LIXIL Việt Nam | Thôn Yên Bình, xã Dương Xá, huyện Gia Lâm, Hà Nội |  | 1.803 |
| 229 | Công ty TNHH ToTo Việt Nam | Lô F1-F4 KCN Thăng Long, xã Kim Chung, huyện Đông Anh, Hà Nội | Sản xuất sản phẩm gốm sứ khác | 8.404 |
| 230 | Công ty TNHH Vietnergy | Lô CN2 KCN Thạch Thất-Quốc Oai, thị trấn Quốc Oai, huyện Quốc Oai, Hà Nội | Sản xuất tấm pin năng lượng mặt trời | 11.523 |
| 231 | Công ty TNHH Canon Việt Nam | Lô A1 KCN Thăng Long, xã Kim chung, huyện Đông Anh, Hà Nội | Sản xuất, gia công các loại máy in đơn chức năng và máy in đa chức năng | 5.150 |
| 232 | Công ty TNHH Hoya Glass Disk Việt Nam | Khu J3&4 KCN Thăng Long, xã Võng La, huyện Đông Anh, Hà Nội | Sản xuất nền thủy tinh cho đĩa từ (để sản xuất ổ đĩa cứng máy tính) | 10.892 |
| 233 | Công ty TNHH điện tử Meiko Thăng Long | Lô J1-J2 KCN Thăng Long, xã Võng La, huyện Đông Anh, Hà Nội | Thiết kế, sản xuất, gia công và chế tạo bản mạch in điên tử (PCB) | 5.958 |
| 234 | Công ty TNHH Linh kiện điện tử SEI | Lô C6 KCN Thăng Long, huyện Đông Anh, Hà Nội | Sản xuất linh kiện điện tử | 14.790 |
| 235 | Công ty TNHH Điện tử MEIKO Việt Nam | Lô CN9 KCN Thạch Thất-Quốc Oai, xã Phùng Xá, huyện Thạch Thất, HN | Thiết kế, sản xuất và chế tạo các loại bảng mạch in điện tử (PCB); Lắp ráp linh kiện điện tử lên PCB; Lắp ráp các loại sản phẩm điện tử hoàn chỉnh | 22.361 |
| 236 | Công ty TNHH Khuôn đúc Tsukuba Việt Nam | Lô A6 đường Công nghiệp 4, KCN Sài Đồng B, Thạch Bàn, quận Long Biên, HN | Đúc nhôm | 3.377 |
| 237 | Công ty TNHH thép An Khánh | Khu Thủy lợi 2, xã Tân Minh, huyện Sóc Sơn, HN | Gia công cơ khí, cán kéo kim loại | 1.645 |
| 238 | Công ty TNHH Nhà máy bia Heineken Việt Nam - Hà Nội | Km 15+500 đường 427, xã Vân Tảo, huyện Thường Tín, HN | Sản xuất bia | 1.627 |
| 239 | Công ty Cổ phần Bia Sài Gòn Hà Nội | A2, CN8 CCN Từ Liêm, phường Phương Canh, quận Nam Từ Liêm, Hà Nội | Sản xuất bia lon, bia chai, bia hơi | 1.055 |
| 240 | Chi nhánh Công ty TNHH nước giải khát Coca-Cola Việt Nam tại Hà Nội | Km17 Quốc lộ 1A, xã Duyên Thái, huyện Thường Tín, HN | Sản xuất đồ uống không cồn | 8.115 |
| 241 | Công ty TNHH Cao su Inoue Việt Nam | Thôn Phú Nhi, xã Thanh Lâm, huyện Mê Linh, HN | Sản xuất săm và lốp của xe máy, xe đạp, xe nâng | 3.340 |
| 242 | Công ty TNHH MTV Cơ khí 17 | Thôn Xuân Kỳ, xã Đông Xuân, Sóc Sơn, HN | Gia công cơ khí | 1.868 |
| 243 | Công ty TNHH GSK Việt Nam – Chi nhánh Hà Nội I | Lô số 6 KCN Phú Nghĩa, xã Phú Nghĩa, huyện Chương Mỹ, HN | Sản xuất yên xe máy, ghế ô tô, linh kiện ô tô xe máy | 35.000 |
| 244 | Khách sạn 5 sao JW Marriott Hà Nội | Số 8 Đỗ Đức Dục, phường Mễ Trì, quận Nam Từ Liêm, Hà Nội | Dịch vụ lưu trú ngắn ngày, nhà hàng, spa, tổ chức hội nghị và hội thảo | 2.008 |
| 245 | Công ty Cổ phần Nước mặt sông Đuống | Số 452 Lạc Long Quân, Nhật Tân, Tây Hồ, Hà Nội | Khai thác, xử lý và cung cấp nước | 3.915 |
| 246 | Công ty TNHH MTV Nước sạch Hà Nội | Số 44 Yên Phụ, Trúc Bạch, Ba Đình, Hà Nội | Khai thác, xử lý và cung cấp nước | 12.668 |
| 247 | Công ty TNHH MTV Nước sạch Hà Đông | Số 2A đường Nguyễn Trãi, Hà Đông, HN | Khai thác, xử lý và cung cấp nước | 1.930 |
| 248 | Liên danh O&MC-SFC | Tầng 23 Tòa nhà Icon4, số 243A Đê La Thành, Đống Đa, Hà Nội | Quản lý, vận hành và bảo dưỡng nhà máy xử lý nước thải | 1.762 |
| 249 | Công ty TNHH LOTTE CORALIS Việt Nam | Tầng 23 tòa Đông Trung tâm Lotte Hà Nội, số 54 Liễu Giai, phường Cống Vị | Kinh doanh bất động sản quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê | 5.986 |
| 250 | Công ty cổ phần cao su Sao Vàng | Số 231 đường Nguyễn Trãi, phường Thượng Đình, quận Thanh Xuân, HN | Sản xuất và kinh doanh các sản phẩm cao su | 4.791 |
| 251 | Công ty cổ phần bóng đèn phích nước Rạng Đông | Số 87-89 phố Hạ Đình, phường Thanh Xuân Trung, quận Thanh Xuân, HN | Sản xuất và kinh doanh các sản phẩm đèn LED và thiết bị chiếu sáng | 1.500 |
| 252 | Công ty TNHH Dệt Toàn Thắng | Xã Phùng Xá, huyện Mỹ Đức | Gia công tẩy nhuộm khăn sợi | 1.713 |
| 253 | Công ty cổ phần Đồng Phát | KCN Thạch Thất – Quốc Oai, thị trấn Quốc Oai, huyện Quốc Oai, HN | Sản xuất sợi | 4.000 |
| 254 | Công ty TNHH Vietnergy | Lô CN2 KCN Thạch Thất, thị trấn Quốc Oai, huyện Quốc Oai, HN | Sản xuất pin và ác quy | 8.600 |
| 255 | Công ty TNHH MTV Thuốc lá Thăng Long | KCN Thạch Thất, thị trấn Quốc Oai, huyện Quốc Oai, HN | Sản xuất thuốc lá | 3.300 |
| 2. Tỉnh Bắc Ninh |
| 256 | Công ty TNHH INTOPS Việt Nam | KCN Yên Phong, Yên Phong, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 6.317 |
| 257 | Công ty Cổ phần Bóng đèn phích nước Rạng Đông | KCN Quế Võ xã Phương Liễu, QuếVõ, tỉnh Bắc Ninh | Sản xuất thiết bị điện, chiếu | 4.888 |
| 258 | Công ty TNHH ITM Semiconductor Việt Nam | Số 06, đường 11, VSIP Bắc Ninh, xã Phù Chẩn, thành phố Từ Sơn, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 11.132 |
| 259 | Công ty TNHH SUNGWOO VINA | KCN Thuận Thành 3, xã Thanh Khương, huyện Thuận Thành, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 3.240 |
| 260 | Công ty Cổ phần Đầu tư và Xây dựng Hợp Lực | Lô II, 1.2 Khu công nghiệp Quế Võ II, xã Ngọc Xá, huyện Quế Võ, tỉnh Bắc Ninh | Đúc thép | 7.336 |
| 261 | Công ty TNHH GOERTEK VINA | Lô K,08, Khu công nghiệp Quế Võ, phường Nam Sơn, Thành phố Bắc Ninh, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 11.371 |
| 262 | Công ty TNHH DAEIL Tech Việt Nam | Lô F4,1, KCN Quế Võ (khu vực mở rộng), phường Nam Sơn, thành phố Bắc Ninh, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 3.015 |
| 263 | Công ty TNHH WOOJEON VINA | Lô F2, Khu công nghiệp Quế Võ mở rộng, xã Phương Liễu, huyện Quế Võ, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 1.867 |
| 264 | Công ty TNHH AG TECH | Lô G3, KCN Quế Võ mở rộng, phường Nam Sơn, thành phố Bắc Ninh, tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 5.382 |
| 265 | Công ty TNHH M-TECH VIỆT NAM | KCN Yên Phong, huyện Yên Phong,tỉnh Bắc Ninh | Sản xuất linh kiện điện tử | 1.601 |
| 266 | CÔNG TY TNHH HITACHI ENERGY VIỆT NAM, CHI NHÁNH BẮC NINH | Số 1, đường TS, 23, KCN Tiên Sơn, phường Đồng Nguyên, thành phố Từ Sơn, tỉnh Bắc Ninh | Sản xuất thiết bị điện | 1.334 |
| 267 | Nhà máy sữa đậu nành Vinasoy Bắc Ninh - Chi nhánh Công ty Cổ phần đường Quảng Ngãi | Đường TS 5, Khu công nghiệp Tiên Sơn, phường Đồng Nguyên, thành phố Từ Sơn, tỉnh Bắc Ninh | Chế biến sữa và các sản phẩm từ sữa | 3.964 |
| 268 | Công ty TNHH SEOJIN VINA | Đường TS3, KCN Tiên Sơn, xã Hoàn Sơn, huyện Tiên Du, tỉnh Bắc Ninh | Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu - linh kiện điện tử | 9.920 |
